Layer 1,Layer 2,Layer 3,R2,MAE
32,6,10,0.81866,0.10699
32,7,0,0.80446,0.11633
32,7,1,0.79472,0.1211
32,7,2,0.88891,0.06818
32,7,3,-7E-05,0.53461
32,7,4,0.8449,0.10711
32,7,5,0.72999,0.07647
32,7,6,0.8651,0.08622
32,7,7,0.84713,0.09843
32,7,8,0.86541,0.10641
32,7,9,0.85844,0.08525
32,7,10,0.8156,0.14931
32,8,0,0.80863,0.09632
32,8,1,-5E-05,0.53474
32,8,2,-7E-05,0.53462
32,8,3,0.85009,0.10236
32,8,4,0.83433,0.09727
32,8,5,0.8828,0.08238
32,8,6,0.84278,0.10183
32,8,7,0.87976,0.10048
32,8,8,0.8002,0.11496
32,8,9,0.82007,0.1182
32,8,10,0.83568,0.08863
32,9,0,0.82838,0.09881
32,9,1,-8E-05,0.53457
32,9,2,0.84452,0.09342
32,9,3,-9E-05,0.53449
32,9,4,-8E-05,0.53456
32,9,5,0.84004,0.08576
32,9,6,0.83162,0.10105
32,9,7,0.86365,0.10016
32,9,8,0.87421,0.08617
32,9,9,0.82896,0.09105
32,9,10,0.88334,0.09384
32,10,0,0.81287,0.09529
32,10,1,-7E-05,0.53459
32,10,2,0.86157,0.11955
32,10,3,0.81556,0.12213
32,10,4,0.82605,0.14054
32,10,5,0.84403,0.08552
32,10,6,0.83973,0.09533
32,10,7,0.88225,0.09117
32,10,8,0.86962,0.08812
32,10,9,0.88735,0.07539
32,10,10,0.86076,0.08809
32,11,0,0.82352,0.10277
32,11,1,-6E-05,0.53468
32,11,2,0.81819,0.10976
32,11,3,0.84632,0.09939
32,11,4,0.85404,0.1016
32,11,5,0.8629,0.10904
32,11,6,0.84453,0.09427
32,11,7,0.8578,0.08659
32,11,8,0.84577,0.09559
32,11,9,0.87471,0.07838
32,11,10,0.88361,0.08114
32,12,0,0.81708,0.1118
32,12,1,0.80802,0.11554
32,12,2,0.82985,0.11285
32,12,3,0.7989,0.10113
32,12,4,0.83865,0.1052
32,12,5,0.85102,0.10781
32,12,6,0.89029,0.09743
32,12,7,0.85408,0.08296
32,12,8,0.8527,0.09682
32,12,9,0.9167,0.08163
32,12,10,0.83651,0.09648
32,13,0,0.81225,0.1209
32,13,1,-0.0001,0.53447
32,13,2,0.84027,0.10238
32,13,3,0.8807,0.08216
32,13,4,-7E-05,0.53459
32,13,5,0.90449,0.08376
32,13,6,0.86971,0.08767
32,13,7,0.91336,0.07325
32,13,8,0.939,0.07298
32,13,9,0.86776,0.08924
32,13,10,0.88818,0.09722
32,14,0,0.85352,0.09348
32,14,1,-9E-05,0.5345
32,14,2,0.82029,0.1225
32,14,3,-8E-05,0.53454
32,14,4,0.82923,0.10969
32,14,5,0.88657,0.09711
32,14,6,0.86029,0.09623
32,14,7,0.88069,0.0828
32,14,8,0.88322,0.07118
32,14,9,0.87511,0.08557
32,14,10,0.87384,0.0929
32,15,0,0.83017,0.10038
32,15,1,0.84142,0.09736
32,15,2,0.83839,0.10272
32,15,3,0.85502,0.08678
32,15,4,0.87037,0.0885
32,15,5,0.84387,0.08567
32,15,6,0.88057,0.10663
32,15,7,0.8447,0.12409
32,15,8,0.92362,0.06607
32,15,9,0.87233,0.09651
32,15,10,0.85109,0.10288
32,16,0,0.85072,0.08597
32,16,1,-6E-05,0.53468
32,16,2,0.85655,0.09849
32,16,3,0.8726,0.09637
32,16,4,0.85038,0.09302
32,16,5,0.86115,0.07937
32,16,6,0.86647,0.07409
32,16,7,0.83006,0.11189
32,16,8,0.86142,0.09665
32,16,9,0.85366,0.10683
32,16,10,0.83321,0.1038
32,17,0,0.80099,0.10225
32,17,1,0.83544,0.10737
32,17,2,-7E-05,0.53463
32,17,3,-9E-05,0.53451
32,17,4,-8E-05,0.53457
32,17,5,0.83838,0.11521
32,17,6,0.84082,0.09929
32,17,7,0.86237,0.08662
32,17,8,0.84794,0.08898
32,17,9,0.83357,0.10221
32,17,10,0.87566,0.0899
32,18,0,0.82728,0.11555
32,18,1,0.8275,0.12147
32,18,2,0.89211,0.07829
32,18,3,0.89388,0.08233
32,18,4,0.81418,0.1
32,18,5,0.83292,0.09535
32,18,6,0.85901,0.08117
32,18,7,0.81598,0.11661
32,18,8,0.86209,0.08436
32,18,9,0.86345,0.08326
32,18,10,0.92615,0.06732
32,19,0,0.83671,0.09908
32,19,1,0.83587,0.10203
32,19,2,0.84868,0.08941
32,19,3,0.83527,0.11554
32,19,4,0.87331,0.08021
32,19,5,-7E-05,0.5346
32,19,6,0.83146,0.11117
32,19,7,0.86878,0.09171
32,19,8,0.84085,0.09755
32,19,9,0.82352,0.113
32,19,10,0.84778,0.11786
32,20,0,0.8317,0.09139
32,20,1,0.83423,0.09146
32,20,2,0.8241,0.1042
32,20,3,-4E-05,0.53479
32,20,4,0.83893,0.10677
32,20,5,0.89036,0.083
32,20,6,0.85509,0.09399
32,20,7,0.87657,0.0945
32,20,8,0.88596,0.0906
32,20,9,0.88854,0.08965
32,20,10,0.84913,0.10907
33,0,0,0.76689,0.12173
33,1,0,0.76501,0.12939
33,1,1,0.75562,0.13565
33,1,2,0.81469,0.11691
33,1,3,0,0.53519
33,1,4,0,0.53536
33,1,5,0.78652,0.12351
33,1,6,-5E-05,0.5347
33,1,7,0.8088,0.12546
33,1,8,0.81515,0.11685
33,1,9,0.82199,0.11353
33,1,10,0,0.53526
33,2,0,0.82625,0.09292
33,2,1,-8E-05,0.53454
33,2,2,0.81276,0.0967
33,2,3,0.80732,0.12191
33,2,4,0.90486,0.07668
33,2,5,0.78134,0.12526
33,2,6,0.80356,0.13339
33,2,7,0.83893,0.1042
33,2,8,0.78153,0.1338
33,2,9,0.88341,0.08886
33,2,10,0.79805,0.1022
33,3,0,0.77441,0.13635
33,3,1,-9E-05,0.5345
33,3,2,-4E-05,0.5348
33,3,3,-8E-05,0.53455
33,3,4,0.79806,0.13619
33,3,5,0.80119,0.11805
33,3,6,0.79245,0.12124
33,3,7,0.8249,0.11285
33,3,8,0.86958,0.09445
33,3,9,0.83536,0.09432
33,3,10,0.82091,0.11278
33,4,0,0.83145,0.10327
33,4,1,0.84056,0.10312
33,4,2,0.87495,0.08045
33,4,3,0.81351,0.1182
33,4,4,0.84648,0.0945
33,4,5,0.81602,0.1089
33,4,6,0.88008,0.09662
33,4,7,0.84491,0.09713
33,4,8,0.88203,0.08191
33,4,9,0.83547,0.1083
33,4,10,0.88555,0.08228
33,5,0,0.80699,0.10252
33,5,1,0.81403,0.09721
33,5,2,0.8565,0.09123
33,5,3,0.82295,0.10733
33,5,4,0.86322,0.11078
33,5,5,0.79296,0.11655
33,5,6,0.88836,0.08133
33,5,7,0.85081,0.08201
33,5,8,0.85631,0.09802
33,5,9,0.87328,0.09944
33,5,10,0.83394,0.09612
33,6,0,0.83006,0.09835
33,6,1,-7E-05,0.5346
33,6,2,0.85139,0.09529
33,6,3,0.82633,0.09492
33,6,4,0.86711,0.10823
33,6,5,0.82451,0.09103
33,6,6,0.89565,0.08766
33,6,7,0.86385,0.09563
33,6,8,0.86952,0.07966
33,6,9,0.86427,0.08804
33,6,10,0.84404,0.10666
33,7,0,0.81213,0.10203
33,7,1,0.80792,0.11102
33,7,2,0.81992,0.10673
33,7,3,-0.0001,0.53446
33,7,4,0.87191,0.08924
33,7,5,0.8386,0.09064
33,7,6,0.8681,0.08213
33,7,7,0.86199,0.08498
33,7,8,0.8986,0.09126
33,7,9,0.89814,0.08056
33,7,10,0.86259,0.09386
33,8,0,0.82994,0.09194
33,8,1,-5E-05,0.53474
33,8,2,-6E-05,0.53467
33,8,3,0.85234,0.10002
33,8,4,0.88571,0.09613
33,8,5,0.8308,0.09868
33,8,6,0.82613,0.10223
33,8,7,0.84468,0.08932
33,8,8,0.85174,0.09504
33,8,9,0.88828,0.10856
33,8,10,0.84526,0.08628
33,9,0,0.87745,0.08348
33,9,1,0.87496,0.07986
33,9,2,0.82963,0.09578
33,9,3,0.84433,0.09348
33,9,4,0.88578,0.09547
33,9,5,0.89377,0.07985
33,9,6,0.81869,0.11419
33,9,7,0.82347,0.1049
33,9,8,0.85205,0.09419
33,9,9,0.88662,0.09206
33,9,10,0.90243,0.08303
33,10,0,0.8207,0.10748
33,10,1,0.85019,0.10006
33,10,2,0.9162,0.07582
33,10,3,-0.00011,0.53444
33,10,4,0.83769,0.09952
33,10,5,0.88997,0.09191
33,10,6,0.84993,0.1022
33,10,7,0.89567,0.07819
33,10,8,0.81607,0.11514
33,10,9,0.88987,0.09061
33,10,10,0.86681,0.10492
33,11,0,0.83213,0.09797
33,11,1,-8E-05,0.53455
33,11,2,0.83606,0.09824
33,11,3,0.82976,0.11325
33,11,4,0.90569,0.08287
33,11,5,0.82136,0.10575
33,11,6,0.84432,0.10713
33,11,7,0.85774,0.10543
33,11,8,0.9428,0.06888
33,11,9,0.88671,0.09067
33,11,10,0.84447,0.09087
33,12,0,0.84378,0.09666
33,12,1,0.87782,0.08486
33,12,2,0.85809,0.08891
33,12,3,0.84334,0.09382
33,12,4,0.87204,0.08366
33,12,5,0.8494,0.12356
33,12,6,0.89491,0.08167
33,12,7,0.85393,0.1243
33,12,8,0.85992,0.09257
33,12,9,0.85714,0.10579
33,12,10,0.86971,0.09281
33,13,0,0.82799,0.09296
33,13,1,-3E-05,0.53491
33,13,2,0.91183,0.09335
33,13,3,0.88465,0.09878
33,13,4,-5E-05,0.53472
33,13,5,0.8939,0.0803
33,13,6,0.85004,0.10723
33,13,7,0.83873,0.0968
33,13,8,0.88836,0.10345
33,13,9,0.83926,0.0938
33,13,10,0.89263,0.09711
33,14,0,0.85461,0.0964
33,14,1,0.8812,0.08208
33,14,2,0.84883,0.10084
33,14,3,0.8108,0.10026
33,14,4,0.87067,0.1034
33,14,5,0.88837,0.07902
33,14,6,0.90727,0.08007
33,14,7,0.89887,0.07995
33,14,8,0.89374,0.07647
33,14,9,0.8745,0.08801
33,14,10,0.86537,0.12006
33,15,0,0.81688,0.11549
33,15,1,-7E-05,0.53459
33,15,2,0.83481,0.09671
33,15,3,0.85139,0.09746
33,15,4,0.82316,0.11511
33,15,5,0.86688,0.08929
33,15,6,0.90182,0.08622
33,15,7,0.86234,0.1065
33,15,8,0.92278,0.07059
33,15,9,0.86345,0.08529
33,15,10,0.86153,0.09705
33,16,0,0.85261,0.09293
33,16,1,-9E-05,0.53449
33,16,2,0.82764,0.10327
33,16,3,0.86065,0.10883
33,16,4,0.87738,0.09417
33,16,5,0.88691,0.07922
33,16,6,0.88282,0.08721
33,16,7,0.82824,0.11527
33,16,8,0.84666,0.09396
33,16,9,0.85248,0.08877
33,16,10,0.89079,0.0768
33,17,0,0.8553,0.09929
33,17,1,0.836,0.09911
33,17,2,0.87254,0.08479
33,17,3,0.85877,0.11868
33,17,4,0.85515,0.10223
33,17,5,0.82937,0.09416
33,17,6,0.82978,0.09579
33,17,7,0.92432,0.06378
33,17,8,0.85813,0.09678
33,17,9,0.86293,0.09296
33,17,10,0.82277,0.10314
33,18,0,0.84786,0.09525
33,18,1,-6E-05,0.53469
33,18,2,0.87525,0.08081
33,18,3,0.83925,0.09995
33,18,4,-7E-05,0.53462
33,18,5,0.82364,0.09781
33,18,6,0.86621,0.08682
33,18,7,0.85157,0.08667
33,18,8,0.83418,0.10322
33,18,9,0.89446,0.08062
33,18,10,0.93062,0.06457
33,19,0,0.83667,0.08943
33,19,1,-7E-05,0.53459
33,19,2,0.8099,0.12052
33,19,3,0.84481,0.09887
33,19,4,0.93571,0.06523
33,19,5,0.84336,0.09818
33,19,6,0.8564,0.089
33,19,7,0.90476,0.07667
33,19,8,0.88814,0.10202
33,19,9,0.87876,0.0796
33,19,10,0.86322,0.08818
33,20,0,0.84837,0.09596
33,20,1,-9E-05,0.53452
33,20,2,-6E-05,0.53469
33,20,3,-6E-05,0.53469
33,20,4,0.83377,0.10477
33,20,5,0.83213,0.10263
33,20,6,0.85367,0.09956
33,20,7,0.90518,0.09315
33,20,8,0.84209,0.09764
33,20,9,0.86736,0.12221
33,20,10,0.86017,0.09171
34,0,0,0.77159,0.11593
34,1,0,-0.0001,0.53446
34,1,1,-5E-05,0.53473
34,1,2,0,0.53537
34,1,3,-7E-05,0.53463
34,1,4,-1E-05,0.53562
34,1,5,0.79637,0.10893
34,1,6,-9E-05,0.53452
34,1,7,0.79947,0.12455
34,1,8,0.80576,0.11226
34,1,9,0.81658,0.11794
34,1,10,0.82745,0.11543
34,2,0,0.79836,0.10904
34,2,1,0.79465,0.11481
34,2,2,0.78277,0.15478
34,2,3,0.81174,0.11133
34,2,4,0.8204,0.09856
34,2,5,0.26588,0.29196
34,2,6,0.71556,0.09759
34,2,7,0.86953,0.09382
34,2,8,0.87686,0.07808
34,2,9,0.82738,0.12336
34,2,10,0.82131,0.09916
34,3,0,0.79974,0.10275
34,3,1,0.83191,0.11012
34,3,2,0.79478,0.12028
34,3,3,0.76854,0.13562
34,3,4,0.82533,0.09755
34,3,5,0.79699,0.11499
34,3,6,0.81125,0.10421
34,3,7,0.83524,0.10456
34,3,8,0.81823,0.10885
34,3,9,0.81816,0.11362
34,3,10,0.82055,0.1112
34,4,0,0.83013,0.09946
34,4,1,0.39707,0.23112
34,4,2,-6E-05,0.53467
34,4,3,0.83481,0.09088
34,4,4,0.82749,0.13378
34,4,5,0.04518,0.5025
34,4,6,0.81403,0.11316
34,4,7,0.81254,0.1075
34,4,8,0.85926,0.09454
34,4,9,0.81027,0.10068
34,4,10,0.86689,0.10655
34,5,0,0.82451,0.09779
34,5,1,0.83253,0.10286
34,5,2,-6E-05,0.53468
34,5,3,0.83683,0.09722
34,5,4,0.85325,0.08361
34,5,5,0.89292,0.08476
34,5,6,0.803,0.11452
34,5,7,0.89618,0.08555
34,5,8,0.80564,0.12862
34,5,9,0.82701,0.11291
34,5,10,0.90828,0.08991
34,6,0,0.81129,0.13016
34,6,1,-9E-05,0.53451
34,6,2,0.89573,0.08209
34,6,3,-6E-05,0.53469
34,6,4,0.83088,0.09971
34,6,5,0.92711,0.07105
34,6,6,0.91562,0.076
34,6,7,0.87162,0.09589
34,6,8,0.84311,0.09758
34,6,9,0.79866,0.14088
34,6,10,0.85836,0.08456
34,7,0,0.84229,0.09126
34,7,1,-9E-05,0.53453
34,7,2,0.87785,0.11292
34,7,3,0.81225,0.10546
34,7,4,0.87851,0.07777
34,7,5,0.88405,0.08521
34,7,6,0.84993,0.096
34,7,7,0.87947,0.08073
34,7,8,0.84285,0.09989
34,7,9,0.8355,0.09669
34,7,10,0.8513,0.09551
34,8,0,0.80831,0.10042
34,8,1,-5E-05,0.53471
34,8,2,0.82675,0.10448
34,8,3,0.81389,0.11806
34,8,4,0.90472,0.07162
34,8,5,0.82743,0.10682
34,8,6,0.87761,0.08156
34,8,7,0.81453,0.09895
34,8,8,0.89991,0.0754
34,8,9,0.86379,0.10579
34,8,10,0.84652,0.10996
34,9,0,0.82516,0.09646
34,9,1,-7E-05,0.53459
34,9,2,0.86523,0.08843
34,9,3,0.39749,0.22706
34,9,4,0.8159,0.10502
34,9,5,0.8091,0.13655
34,9,6,0.81187,0.10605
34,9,7,0.91856,0.0875
34,9,8,0.87229,0.09522
34,9,9,0.84037,0.10307
34,9,10,0.83366,0.0978
34,10,0,0.83384,0.09274
34,10,1,-5E-05,0.53475
34,10,2,0.89084,0.07744
34,10,3,0.90296,0.06931
34,10,4,0.86695,0.10384
34,10,5,0.93804,0.07329
34,10,6,0.82364,0.10057
34,10,7,0.84237,0.10695
34,10,8,0.89997,0.08362
34,10,9,0.84371,0.09958
34,10,10,0.92505,0.07841
34,11,0,0.84224,0.10034
34,11,1,-6E-05,0.53468
34,11,2,0.88297,0.07532
34,11,3,-0.0001,0.53448
34,11,4,0.88036,0.10448
34,11,5,0.87251,0.11027
34,11,6,0.81649,0.1054
34,11,7,0.8224,0.10026
34,11,8,0.86839,0.07971
34,11,9,0.86908,0.12998
34,11,10,0.86958,0.08403
34,12,0,0.83615,0.09875
34,12,1,-4E-05,0.5348
34,12,2,0.82563,0.10511
34,12,3,0.85454,0.07884
34,12,4,0.90655,0.07095
34,12,5,0.83831,0.11381
34,12,6,0.85693,0.09476
34,12,7,0.87406,0.10216
34,12,8,0.8748,0.10544
34,12,9,0.83259,0.10693
34,12,10,0.87331,0.09625
34,13,0,0.87166,0.08874
34,13,1,-7E-05,0.5346
34,13,2,0.86007,0.08652
34,13,3,0.87953,0.09392
34,13,4,0.86102,0.09454
34,13,5,0.88889,0.08427
34,13,6,0.82457,0.09815
34,13,7,0.8982,0.08895
34,13,8,0.83788,0.08976
34,13,9,0.8584,0.1012
34,13,10,0.87668,0.09099
34,14,0,0.82209,0.09416
34,14,1,-0.0001,0.53446
34,14,2,0.83155,0.09626
34,14,3,0.88864,0.09758
34,14,4,0.86285,0.08198
34,14,5,0.81221,0.09332
34,14,6,0.89224,0.08334
34,14,7,0.82575,0.10347
34,14,8,0.8714,0.07913
34,14,9,0.8731,0.10808
34,14,10,0.90735,0.07871
34,15,0,0.82899,0.09183
34,15,1,-4E-05,0.5348
34,15,2,0.89536,0.09861
34,15,3,0.8236,0.08957
34,15,4,0.85211,0.09437
34,15,5,0.83139,0.08457
34,15,6,0.91638,0.0761
34,15,7,0.82669,0.10253
34,15,8,0.8434,0.11636
34,15,9,0.82413,0.09829
34,15,10,0.85847,0.10624
34,16,0,0.83748,0.08863
34,16,1,-4E-05,0.53483
34,16,2,0.83816,0.11455
34,16,3,0.84298,0.09706
34,16,4,0.9038,0.06966
34,16,5,0.8951,0.1099
34,16,6,0.90225,0.09537
34,16,7,0.85705,0.08693
34,16,8,0.85962,0.09852
34,16,9,0.91745,0.0817
34,16,10,0.82675,0.09272
34,17,0,0.85519,0.08797
34,17,1,-0.0001,0.53446
34,17,2,0.8578,0.10377
34,17,3,0.85452,0.09187
34,17,4,0.84199,0.09393
34,17,5,0.87436,0.09026
34,17,6,0.8962,0.08395
34,17,7,0.88139,0.10556
34,17,8,0.83832,0.0974
34,17,9,0.84646,0.10733
34,17,10,0.91346,0.0779
34,18,0,0.84336,0.09899
34,18,1,-7E-05,0.5346
34,18,2,-8E-05,0.53457
34,18,3,0.87559,0.11612
34,18,4,0.85148,0.09875
34,18,5,0.92321,0.09434
34,18,6,0.86821,0.09179
34,18,7,0.83269,0.09497
34,18,8,0.88222,0.07481
34,18,9,0.89408,0.08724
34,18,10,0.93883,0.07937
34,19,0,0.86589,0.08178
34,19,1,-6E-05,0.53467
34,19,2,-5E-05,0.53474
34,19,3,0.85588,0.09806
34,19,4,0.8542,0.10002
34,19,5,0.85163,0.10022
34,19,6,0.83168,0.10285
34,19,7,0.8853,0.0762
34,19,8,0.88878,0.0973
34,19,9,0.84112,0.09203
34,19,10,0.91957,0.0689
34,20,0,0.84116,0.08873
34,20,1,-8E-05,0.53457
34,20,2,-8E-05,0.53455
34,20,3,-5E-05,0.53475
34,20,4,0.87043,0.09705
34,20,5,0.88464,0.08844
34,20,6,0.86294,0.08984
34,20,7,0.86642,0.08754
34,20,8,0.85328,0.10066
34,20,9,0.86059,0.10009
34,20,10,0.87545,0.09587
35,0,0,0.7642,0.11997
35,1,0,0.77689,0.11837
35,1,1,-7E-05,0.53462
35,1,2,0,0.53537
35,1,3,0,0.53532
35,1,4,0.74924,0.13695
35,1,5,0,0.53532
35,1,6,0.77934,0.12415
35,1,7,-1E-05,0.53565
35,1,8,0,0.53522
35,1,9,0.80092,0.14142
35,1,10,0,0.53537
35,2,0,0.71297,0.10384
35,2,1,-9E-05,0.53453
35,2,2,0.79926,0.12059
35,2,3,0.78305,0.14504
35,2,4,0.87953,0.08113
35,2,5,0.83178,0.12052
35,2,6,0.00026,0.53483
35,2,7,0.75211,0.14551
35,2,8,0.81978,0.1118
35,2,9,0.8117,0.11601
35,2,10,0.83345,0.09877
35,3,0,0.81961,0.10369
35,3,1,-8E-05,0.53455
35,3,2,0.8438,0.09254
35,3,3,0.81381,0.1096
35,3,4,0.81332,0.10036
35,3,5,0.78589,0.11177
35,3,6,0.85533,0.09653
35,3,7,0.84238,0.10734
35,3,8,0.85498,0.09436
35,3,9,0.7977,0.14556
35,3,10,0.83107,0.10146
35,4,0,0.83309,0.09446
35,4,1,-8E-05,0.53455
35,4,2,-4E-05,0.53478
35,4,3,0.83109,0.10073
35,4,4,0.81656,0.10435
35,4,5,0.82954,0.09514
35,4,6,0.80658,0.11632
35,4,7,0.83033,0.0901
35,4,8,0.84569,0.10625
35,4,9,0.83211,0.10464
35,4,10,0.92849,0.07055
35,5,0,0.82256,0.10847
35,5,1,0.80736,0.10482
35,5,2,-5E-05,0.5347
35,5,3,0.81834,0.11733
35,5,4,0.9099,0.07889
35,5,5,0.85728,0.09737
35,5,6,0.803,0.13326
35,5,7,0.84511,0.1144
35,5,8,0.8325,0.09388
35,5,9,0.88413,0.08282
35,5,10,0.82198,0.11119
35,6,0,0.83688,0.11108
35,6,1,-8E-05,0.53454
35,6,2,0.83649,0.0961
35,6,3,0.83077,0.09627
35,6,4,0.83511,0.09049
35,6,5,0.87014,0.08778
35,6,6,0.84355,0.1042
35,6,7,0.85429,0.09705
35,6,8,0.83362,0.10396
35,6,9,0.83614,0.09996
35,6,10,0.86575,0.10194
35,7,0,0.86067,0.09557
35,7,1,-5E-05,0.53472
35,7,2,0.80128,0.11478
35,7,3,0.85433,0.08798
35,7,4,0.84114,0.09805
35,7,5,0.88085,0.0893
35,7,6,0.88787,0.08041
35,7,7,0.85643,0.08527
35,7,8,0.836,0.10214
35,7,9,0.87824,0.07913
35,7,10,0.84165,0.08794
35,8,0,0.86395,0.09745
35,8,1,0.89373,0.07805
35,8,2,0.85238,0.09391
35,8,3,-8E-05,0.53458
35,8,4,0.89866,0.08799
35,8,5,0.81986,0.11514
35,8,6,0.80488,0.12783
35,8,7,0.89276,0.10274
35,8,8,0.84155,0.11242
35,8,9,0.89506,0.08974
35,8,10,0.89661,0.10604
35,9,0,0.85394,0.09055
35,9,1,-2E-05,0.53495
35,9,2,-6E-05,0.53455
35,9,3,0.85901,0.08965
35,9,4,-6E-05,0.53465
35,9,5,0.86665,0.11083
35,9,6,0.87107,0.08607
35,9,7,0.84628,0.0924
35,9,8,0.8991,0.07739
35,9,9,0.86243,0.08963
35,9,10,0.85305,0.08286
35,10,0,0.84238,0.09839
35,10,1,-6E-05,0.53468
35,10,2,0.8168,0.11606
35,10,3,0.82729,0.11697
35,10,4,0.84723,0.12539
35,10,5,0.90025,0.0813
35,10,6,0.87197,0.08468
35,10,7,0.84678,0.10978
35,10,8,0.8832,0.09987
35,10,9,0.85101,0.11618
35,10,10,0.84588,0.12171
35,11,0,0.9054,0.07844
35,11,1,-9E-05,0.53453
35,11,2,-9E-05,0.5345
35,11,3,0.87448,0.0902
35,11,4,0.86703,0.09983
35,11,5,0.88466,0.09273
35,11,6,0.89682,0.08743
35,11,7,0.88175,0.10041
35,11,8,0.86201,0.10566
35,11,9,0.87965,0.06818
35,11,10,0.84395,0.1154
35,12,0,0.81939,0.11489
35,12,1,0.83273,0.10613
35,12,2,0.90861,0.06612
35,12,3,0.9177,0.09437
35,12,4,0.88321,0.07354
35,12,5,0.85179,0.11716
35,12,6,0.90177,0.08727
35,12,7,0.92646,0.076
35,12,8,0.86118,0.09024
35,12,9,0.86378,0.10592
35,12,10,0.93204,0.07835
35,13,0,0.87627,0.09257
35,13,1,-7E-05,0.53461
35,13,2,-0.00011,0.53441
35,13,3,-0.00011,0.53442
35,13,4,0.84192,0.1096
35,13,5,0.90605,0.07294
35,13,6,0.83141,0.11129
35,13,7,0.86689,0.10929
35,13,8,0.88082,0.10143
35,13,9,0.84681,0.12477
35,13,10,0.9409,0.08478
35,14,0,0.8842,0.08356
35,14,1,0.84426,0.09159
35,14,2,0.83811,0.0961
35,14,3,0.86695,0.09948
35,14,4,0.9288,0.07102
35,14,5,0.87986,0.07809
35,14,6,0.87417,0.09865
35,14,7,0.88972,0.08924
35,14,8,0.82874,0.09937
35,14,9,0.87282,0.08741
35,14,10,0.91951,0.07986
35,15,0,0.83158,0.1039
35,15,1,-7E-05,0.53464
35,15,2,0.81445,0.12074
35,15,3,0.87293,0.08351
35,15,4,0.9055,0.0701
35,15,5,0.83721,0.10358
35,15,6,0.8453,0.10188
35,15,7,0.86015,0.08058
35,15,8,0.83696,0.102
35,15,9,0.90162,0.08265
35,15,10,0.86197,0.08537
35,16,0,0.86045,0.08504
35,16,1,-9E-05,0.53451
35,16,2,-8E-05,0.53458
35,16,3,0.8413,0.10263
35,16,4,0.85581,0.0841
35,16,5,0.84097,0.09206
35,16,6,0.94164,0.08151
35,16,7,0.85524,0.09808
35,16,8,0.87113,0.09759
35,16,9,0.85729,0.09291
35,16,10,0.89307,0.07573
35,17,0,0.83257,0.10323
35,17,1,0.83612,0.11574
35,17,2,-0.00011,0.53443
35,17,3,-5E-05,0.5347
35,17,4,0.73051,0.07693
35,17,5,0.87634,0.08684
35,17,6,0.8483,0.11409
35,17,7,0.80973,0.12046
35,17,8,0.81796,0.15259
35,17,9,0.91238,0.10022
35,17,10,0.89537,0.09173
35,18,0,0.85264,0.08937
35,18,1,-0.0001,0.53445
35,18,2,-4E-05,0.53481
35,18,3,0.8411,0.09418
35,18,4,-7E-05,0.53463
35,18,5,0.88735,0.08072
35,18,6,0.85549,0.10246
35,18,7,0.93284,0.07347
35,18,8,0.90415,0.07933
35,18,9,0.95601,0.06564
35,18,10,0.94802,0.06192
35,19,0,0.83745,0.10191
35,19,1,-8E-05,0.53456
35,19,2,-7E-05,0.5346
35,19,3,0.84172,0.09934
35,19,4,0.8539,0.10373
35,19,5,0.88319,0.11803
35,19,6,0.83661,0.09283
35,19,7,0.874,0.11501
35,19,8,0.83475,0.10321
35,19,9,0.9343,0.08824
35,19,10,0.84634,0.09252
35,20,0,0.84275,0.0891
35,20,1,0.855,0.0943
35,20,2,0.89191,0.0724
35,20,3,0.94631,0.0716
35,20,4,0.8732,0.07893
35,20,5,0.83144,0.10204
35,20,6,0.84709,0.08788
35,20,7,0.87763,0.084
35,20,8,0.84678,0.09131
35,20,9,0.87028,0.07735
35,20,10,0.90441,0.07687
36,0,0,0.80417,0.1032
36,1,0,-0.00011,0.5344
36,1,1,-6E-05,0.53466
36,1,2,0.79721,0.12961
36,1,3,0.79181,0.13034
36,1,4,0,0.53548
36,1,5,0.82368,0.11196
36,1,6,0.78201,0.14903
36,1,7,0.8284,0.11585
36,1,8,0,0.53533
36,1,9,-2E-05,0.53584
36,1,10,0.83833,0.11256
36,2,0,0.8504,0.10715
36,2,1,0.82231,0.1272
36,2,2,0.86534,0.09918
36,2,3,-7E-05,0.53461
36,2,4,0.82153,0.0943
36,2,5,0.82537,0.10348
36,2,6,0.83132,0.09116
36,2,7,0.82251,0.10588
36,2,8,0.81271,0.09701
36,2,9,0.83088,0.10184
36,2,10,0.8059,0.11326
36,3,0,0.83534,0.09586
36,3,1,0.83101,0.09968
36,3,2,0,0.5352
36,3,3,0.85484,0.09498
36,3,4,0.84188,0.10299
36,3,5,0.79955,0.12414
36,3,6,0.66516,0.14438
36,3,7,-6E-05,0.53468
36,3,8,0.79541,0.10914
36,3,9,0.83453,0.09586
36,3,10,0.82064,0.10699
36,4,0,0.79992,0.1121
36,4,1,-8E-05,0.53458
36,4,2,0.60553,0.11412
36,4,3,0.84534,0.09702
36,4,4,0.77812,0.12262
36,4,5,0.82217,0.11621
36,4,6,0.8366,0.09323
36,4,7,0.81919,0.1152
36,4,8,0.82498,0.10083
36,4,9,0.85973,0.09526
36,4,10,0.89636,0.08771
36,5,0,0.83425,0.11995
36,5,1,0.81468,0.09705
36,5,2,0.83579,0.09253
36,5,3,0.88809,0.09422
36,5,4,0.84976,0.09822
36,5,5,0.83292,0.1075
36,5,6,0.81847,0.09487
