Layer 1,Layer 2,Layer 3,R2,MAE
4,19,2,-8E-05,0.53458
4,19,3,0.78199,0.11537
4,19,4,0.79388,0.10991
4,19,5,0.79403,0.12901
4,19,6,0.78796,0.12318
4,19,7,0.79358,0.10102
4,19,8,0.76899,0.11297
4,19,9,0.74835,0.13847
4,19,10,0.75911,0.11872
4,20,0,0.77585,0.11972
4,20,1,-8E-05,0.53458
4,20,2,0.77556,0.13684
4,20,3,0.78796,0.11501
4,20,4,0.77777,0.10934
4,20,5,0.7618,0.15165
4,20,6,0.76599,0.12295
4,20,7,0.78969,0.11223
4,20,8,0.79401,0.11821
4,20,9,0.76396,0.13126
4,20,10,0.71012,0.14998
5,0,0,0.62737,0.17852
5,1,0,0.60698,0.19195
5,1,1,-0.00012,0.53439
5,1,2,-0.00011,0.5344
5,1,3,0.63013,0.17834
5,1,4,0.64454,0.16832
5,1,5,0.51025,0.18836
5,1,6,0.50607,0.18345
5,1,7,0.69225,0.14244
5,1,8,0.61773,0.20463
5,1,9,0,0.53537
5,1,10,0.66788,0.19836
5,2,0,-0.00011,0.53442
5,2,1,-7E-05,0.53461
5,2,2,0.67593,0.16499
5,2,3,0.64981,0.16667
5,2,4,0.65081,0.17219
5,2,5,0.58621,0.15787
5,2,6,0.67362,0.16756
5,2,7,0.72063,0.13719
5,2,8,0.76956,0.13589
5,2,9,0.74559,0.14731
5,2,10,0.67377,0.16361
5,3,0,0.65015,0.18269
5,3,1,0.73324,0.13663
5,3,2,0.68806,0.1804
5,3,3,0.63301,0.17179
5,3,4,0.79463,0.13546
5,3,5,0.74106,0.1397
5,3,6,0.75727,0.1426
5,3,7,0.74037,0.15984
5,3,8,0.72244,0.15543
5,3,9,0.67007,0.14314
5,3,10,0.74858,0.14488
5,4,0,0.67449,0.14762
5,4,1,0.74067,0.16018
5,4,2,0.74359,0.12065
5,4,3,0.7148,0.17368
5,4,4,0.72895,0.1475
5,4,5,0.74234,0.14117
5,4,6,0.74053,0.12589
5,4,7,0.60416,0.17642
5,4,8,0.76146,0.1388
5,4,9,0.74726,0.15703
5,4,10,0.79025,0.11252
5,5,0,0.70615,0.15802
5,5,1,0.7732,0.13801
5,5,2,0.74051,0.14335
5,5,3,0.70798,0.15435
5,5,4,0.78283,0.11787
5,5,5,0.74976,0.1192
5,5,6,0.76883,0.11306
5,5,7,0.71833,0.17047
5,5,8,0.77151,0.1309
5,5,9,0.73719,0.14179
5,5,10,0.73104,0.14119
5,6,0,0.75393,0.13316
5,6,1,-0.00012,0.5344
5,6,2,0.74534,0.14401
5,6,3,0.76142,0.12784
5,6,4,0.80478,0.10245
5,6,5,0.75869,0.12473
5,6,6,0.76098,0.13584
5,6,7,0.76789,0.12632
5,6,8,0.74216,0.16841
5,6,9,0.78718,0.12086
5,6,10,0.79421,0.1225
5,7,0,0.75473,0.12761
5,7,1,-5E-05,0.53475
5,7,2,0.73708,0.14364
5,7,3,0.82304,0.09945
5,7,4,0.64374,0.13951
5,7,5,0.75756,0.13904
5,7,6,0.78959,0.11418
5,7,7,0.77617,0.12424
5,7,8,0.76481,0.12121
5,7,9,0.77246,0.12703
5,7,10,0.77897,0.12627
5,8,0,0.73064,0.14106
5,8,1,0.75593,0.12657
5,8,2,0.61375,0.16654
5,8,3,0.76181,0.11918
5,8,4,0.68739,0.15654
5,8,5,0.75551,0.13199
5,8,6,0.81767,0.09848
5,8,7,0.71197,0.14663
5,8,8,0.77083,0.1321
5,8,9,0.79685,0.12085
5,8,10,0.78228,0.11482
5,9,0,0.75678,0.124
5,9,1,0.77601,0.13967
5,9,2,0.79434,0.11532
5,9,3,0.76727,0.1213
5,9,4,0.81678,0.10699
5,9,5,0.7448,0.13557
5,9,6,0.78473,0.1239
5,9,7,0.75607,0.1396
5,9,8,0.69948,0.15048
5,9,9,0.81681,0.11495
5,9,10,0.64555,0.13886
5,10,0,0.73448,0.14248
5,10,1,-4E-05,0.53476
5,10,2,0.69595,0.11944
5,10,3,0.7717,0.11586
5,10,4,0.76205,0.14338
5,10,5,0.82464,0.1117
5,10,6,0.76571,0.13024
5,10,7,0.76756,0.12158
5,10,8,0.79345,0.11113
5,10,9,0.79909,0.11037
5,10,10,0.80846,0.11358
5,11,0,0.73089,0.16722
5,11,1,0.76068,0.13152
5,11,2,0.73954,0.13087
5,11,3,-8E-05,0.53457
5,11,4,0.75945,0.11829
5,11,5,0.77539,0.13944
5,11,6,0.76909,0.14098
5,11,7,0.76927,0.13306
5,11,8,0.76594,0.12854
5,11,9,0.76861,0.12188
5,11,10,0.78038,0.12077
5,12,0,0.59335,0.17679
5,12,1,0.76781,0.13761
5,12,2,0.75646,0.13589
5,12,3,0.71047,0.16149
5,12,4,0.6638,0.1429
5,12,5,0.80277,0.11386
5,12,6,0.79927,0.11578
5,12,7,0.76959,0.12057
5,12,8,0.8024,0.1165
5,12,9,0.7768,0.1242
5,12,10,0.71418,0.14889
5,13,0,0.75589,0.12125
5,13,1,0.6278,0.15892
5,13,2,-9E-05,0.53449
5,13,3,0.7268,0.1396
5,13,4,0.77166,0.11196
5,13,5,0.76602,0.12991
5,13,6,0.79976,0.1063
5,13,7,0.77344,0.1348
5,13,8,0.75517,0.13741
5,13,9,0.77845,0.12966
5,13,10,0.8073,0.11085
5,14,0,0.78786,0.11324
5,14,1,0.77432,0.12044
5,14,2,0.76217,0.12968
5,14,3,0.78735,0.12112
5,14,4,0.699,0.13642
5,14,5,0.76764,0.1178
5,14,6,0.78252,0.13039
5,14,7,0.72915,0.1391
5,14,8,0.77435,0.1142
5,14,9,0.76492,0.11931
5,14,10,0.79834,0.11975
5,15,0,0.76607,0.12885
5,15,1,-8E-05,0.53453
5,15,2,0.75478,0.13789
5,15,3,0.78078,0.13391
5,15,4,0.78468,0.13567
5,15,5,0.74358,0.11537
5,15,6,0.81216,0.11564
5,15,7,0.7966,0.11769
5,15,8,0.75908,0.11714
5,15,9,0.76949,0.12796
5,15,10,0.74951,0.12098
5,16,0,0.73027,0.14354
5,16,1,-8E-05,0.53458
5,16,2,0.80111,0.11069
5,16,3,0.77523,0.13713
5,16,4,0.83581,0.11465
5,16,5,0.80016,0.11915
5,16,6,0.7967,0.123
5,16,7,0.80829,0.10825
5,16,8,0.80221,0.12925
5,16,9,0.79687,0.12074
5,16,10,0.81979,0.11865
5,17,0,0.77507,0.118
5,17,1,-8E-05,0.53456
5,17,2,-8E-05,0.53457
5,17,3,0.75497,0.12659
5,17,4,0.76398,0.12418
5,17,5,0.84167,0.10342
5,17,6,0.79689,0.10853
5,17,7,0.80368,0.10992
5,17,8,0.77513,0.13101
5,17,9,0.73117,0.14314
5,17,10,0.78669,0.12079
5,18,0,0.76073,0.12394
5,18,1,-8E-05,0.53454
5,18,2,0.77278,0.12999
5,18,3,0.77155,0.11401
5,18,4,0.77956,0.11949
5,18,5,0.76812,0.12838
5,18,6,0.81596,0.09853
5,18,7,0.79254,0.11343
5,18,8,0.80455,0.11423
5,18,9,0.80776,0.11408
5,18,10,0.80067,0.11418
5,19,0,0.80866,0.10365
5,19,1,0.76392,0.12467
5,19,2,0.78987,0.11826
5,19,3,0.76687,0.11759
5,19,4,0.7946,0.097
5,19,5,0.77339,0.11084
5,19,6,0.80804,0.10545
5,19,7,0.75486,0.1207
5,19,8,0.79545,0.11025
5,19,9,0.79812,0.11151
5,19,10,0.80234,0.10182
5,20,0,0.79048,0.10563
5,20,1,-8E-05,0.53455
5,20,2,0.75926,0.12851
5,20,3,0.78441,0.12144
5,20,4,0.74171,0.12593
5,20,5,0.75766,0.13516
5,20,6,0.80341,0.10875
5,20,7,0.78325,0.12646
5,20,8,0.7614,0.12471
5,20,9,0.79522,0.12033
5,20,10,0.78634,0.12298
6,0,0,0.65549,0.15169
6,1,0,-7E-05,0.53461
6,1,1,-5E-05,0.53471
6,1,2,-6E-05,0.53469
6,1,3,0,0.53556
6,1,4,0,0.53556
6,1,5,0,0.53545
6,1,6,0,0.53521
6,1,7,0,0.5353
6,1,8,0,0.53527
6,1,9,0,0.5355
6,1,10,-3E-05,0.53591
6,2,0,-9E-05,0.53451
6,2,1,-7E-05,0.53458
6,2,2,-2E-05,0.53501
6,2,3,-1E-05,0.53516
6,2,4,0,0.53545
6,2,5,0.60314,0.26047
6,2,6,0.53512,0.29037
6,2,7,0,0.53557
6,2,8,0,0.5353
6,2,9,0.54093,0.29893
6,2,10,0.41764,0.29967
6,3,0,0.7421,0.13501
6,3,1,-8E-05,0.53455
6,3,2,0.82902,0.11799
6,3,3,0.70154,0.14659
6,3,4,0.83326,0.11028
6,3,5,0.65568,0.14811
6,3,6,0.76296,0.14161
6,3,7,0.65499,0.14676
6,3,8,0.78362,0.1416
6,3,9,0.72772,0.1463
6,3,10,0.79045,0.13433
6,4,0,0.71451,0.15314
6,4,1,0.76199,0.13543
6,4,2,0.77854,0.12548
6,4,3,0.65763,0.15785
6,4,4,0.73579,0.12999
6,4,5,0.68855,0.15326
6,4,6,0.77332,0.13353
6,4,7,0.73072,0.1547
6,4,8,0.74116,0.1388
6,4,9,0.67352,0.15616
6,4,10,0.79464,0.11723
6,5,0,0.77488,0.12939
6,5,1,0.81508,0.11864
6,5,2,-8E-05,0.53458
6,5,3,0.7491,0.13168
6,5,4,0.79689,0.11494
6,5,5,0.80275,0.12151
6,5,6,0.80121,0.10821
6,5,7,0.77112,0.11818
6,5,8,0.81806,0.09582
6,5,9,0.7537,0.13801
6,5,10,0.76348,0.1098
6,6,0,0.74014,0.13168
6,6,1,0.77651,0.13918
6,6,2,0.66801,0.14169
6,6,3,0.78133,0.11997
6,6,4,-0.00011,0.5344
6,6,5,0.75885,0.12764
6,6,6,0.80833,0.11973
6,6,7,0.70283,0.13266
6,6,8,0.79829,0.11926
6,6,9,0.75438,0.13916
6,6,10,0.81668,0.10801
6,7,0,0.67475,0.1302
6,7,1,0.76703,0.12525
6,7,2,0.82849,0.10505
6,7,3,0.67019,0.12573
6,7,4,0.7515,0.14723
6,7,5,0.76772,0.12341
6,7,6,0.76304,0.14405
6,7,7,0.75786,0.12172
6,7,8,0.83414,0.10334
6,7,9,0.8096,0.11279
6,7,10,0.821,0.10389
6,8,0,0.75206,0.12144
6,8,1,0.77209,0.12311
6,8,2,0.41886,0.22374
6,8,3,0.7515,0.12369
6,8,4,0.78527,0.11781
6,8,5,0.78913,0.12151
6,8,6,0.78293,0.13402
6,8,7,0.74861,0.12737
6,8,8,0.75536,0.13739
6,8,9,0.7844,0.11921
6,8,10,0.78256,0.12987
6,9,0,0.67389,0.15332
6,9,1,-8E-05,0.53455
6,9,2,0.75295,0.13944
6,9,3,-7E-05,0.53464
6,9,4,0.75782,0.12406
6,9,5,0.80365,0.10611
6,9,6,0.75645,0.12774
6,9,7,0.80131,0.11287
6,9,8,0.77081,0.12183
6,9,9,0.7871,0.11623
6,9,10,0.76772,0.11982
6,10,0,0.61897,0.16347
6,10,1,-0.00011,0.53444
6,10,2,0.73911,0.13991
6,10,3,0.3918,0.27033
6,10,4,0.75259,0.12757
6,10,5,0.67191,0.13387
6,10,6,0.75489,0.12413
6,10,7,0.76679,0.13105
6,10,8,0.81737,0.09942
6,10,9,0.78646,0.12705
6,10,10,0.80884,0.14129
6,11,0,0.77032,0.11047
6,11,1,-3E-05,0.53485
6,11,2,-6E-05,0.53465
6,11,3,0.80185,0.14144
6,11,4,0.83092,0.10797
6,11,5,0.78944,0.10492
6,11,6,0.7408,0.12584
6,11,7,0.76049,0.11759
6,11,8,0.8461,0.10328
6,11,9,0.68582,0.15132
6,11,10,0.74326,0.12955
6,12,0,0.78207,0.13902
6,12,1,-8E-05,0.53454
6,12,2,0.76007,0.13618
6,12,3,0.75524,0.13149
6,12,4,0.74543,0.13737
6,12,5,0.78995,0.10907
6,12,6,0.78597,0.11885
6,12,7,0.73148,0.13052
6,12,8,0.78529,0.11234
6,12,9,0.8168,0.10805
6,12,10,0.8318,0.09922
6,13,0,0.80732,0.11273
6,13,1,-8E-05,0.53458
6,13,2,-8E-05,0.53458
6,13,3,0.76456,0.13528
6,13,4,0.81723,0.10829
6,13,5,0.73435,0.12875
6,13,6,0.75725,0.1273
6,13,7,0.77843,0.11964
6,13,8,0.85527,0.09205
6,13,9,0.80121,0.10755
6,13,10,0.83782,0.09466
6,14,0,0.792,0.11152
6,14,1,0.81203,0.11773
6,14,2,0.79066,0.11256
6,14,3,0.85301,0.10878
6,14,4,0.77645,0.11235
6,14,5,0.72946,0.14916
6,14,6,0.80222,0.1132
6,14,7,0.81799,0.1212
6,14,8,0.80399,0.10159
6,14,9,0.81487,0.11646
6,14,10,0.85742,0.08872
6,15,0,0.76605,0.12379
6,15,1,0.73886,0.15244
6,15,2,0.72027,0.13223
6,15,3,0.77684,0.11089
6,15,4,0.76243,0.13045
6,15,5,0.74902,0.14291
6,15,6,0.86216,0.09498
6,15,7,0.8384,0.10138
6,15,8,0.76862,0.12463
6,15,9,0.72833,0.14392
6,15,10,0.81095,0.10044
6,16,0,0.77427,0.11151
6,16,1,-0.00011,0.53442
6,16,2,0.75274,0.13666
6,16,3,0.75693,0.11859
6,16,4,0.75475,0.11824
6,16,5,0.7759,0.11586
6,16,6,0.81292,0.10527
6,16,7,0.77363,0.1157
6,16,8,0.7735,0.13308
6,16,9,0.77379,0.13404
6,16,10,0.84623,0.09989
6,17,0,0.77985,0.12089
6,17,1,0.82708,0.1096
6,17,2,0.76834,0.1145
6,17,3,0.75121,0.13266
6,17,4,0.82414,0.11579
6,17,5,0.81489,0.10128
6,17,6,0.8043,0.10838
6,17,7,0.75349,0.12293
6,17,8,0.79594,0.10324
6,17,9,0.75124,0.11916
6,17,10,0.81232,0.11926
6,18,0,0.7822,0.11719
6,18,1,0.72778,0.14614
6,18,2,-7E-05,0.53463
6,18,3,0.80627,0.10769
6,18,4,0.7853,0.1181
6,18,5,0.79087,0.10771
6,18,6,0.78772,0.11371
6,18,7,0.78634,0.10937
6,18,8,0.78775,0.12097
6,18,9,0.78681,0.1201
6,18,10,0.83178,0.09887
6,19,0,0.80109,0.10246
6,19,1,0.76231,0.12192
6,19,2,-8E-05,0.53456
6,19,3,0.78015,0.12897
6,19,4,0.8132,0.12139
6,19,5,0.68917,0.12723
6,19,6,0.81165,0.10695
6,19,7,0.79439,0.1204
6,19,8,0.80085,0.1279
6,19,9,0.76336,0.12499
6,19,10,0.78695,0.11071
6,20,0,0.76211,0.12574
6,20,1,0.8009,0.0985
6,20,2,0.81456,0.09635
6,20,3,0.80638,0.10311
6,20,4,0.77769,0.13827
6,20,5,0.73367,0.12693
6,20,6,0.76019,0.12319
6,20,7,0.77066,0.12041
6,20,8,0.80021,0.10538
6,20,9,0.75339,0.12667
6,20,10,0.84619,0.09077
7,0,0,0.65238,0.15045
7,1,0,-8E-05,0.53457
7,1,1,0,0.53532
7,1,2,-1E-05,0.5351
7,1,3,0,0.53521
7,1,4,0.62541,0.2095
7,1,5,0.6707,0.18617
7,1,6,0,0.5354
7,1,7,0.76747,0.13006
7,1,8,-1E-05,0.53514
7,1,9,0.70262,0.18713
7,1,10,0,0.5355
7,2,0,-0.00011,0.53443
7,2,1,-3E-05,0.53485
7,2,2,0.70228,0.15198
7,2,3,0.73655,0.13259
7,2,4,0.7655,0.12522
7,2,5,0.61004,0.16708
7,2,6,0.7429,0.14548
7,2,7,0.75769,0.13246
7,2,8,0.71862,0.14992
7,2,9,0.71699,0.13473
7,2,10,0.57272,0.20089
7,3,0,0.7652,0.1214
7,3,1,0.42114,0.21573
7,3,2,0.63409,0.17808
7,3,3,0.65741,0.15592
7,3,4,0.79406,0.11614
7,3,5,0.7364,0.14947
7,3,6,0.73858,0.13678
7,3,7,0.7704,0.13183
7,3,8,0.75557,0.13933
7,3,9,0.76249,0.12291
7,3,10,0.77837,0.14171
7,4,0,0.77149,0.12714
7,4,1,0.66061,0.15604
7,4,2,0.77592,0.12564
7,4,3,0.79737,0.1048
7,4,4,0.74429,0.12428
7,4,5,0.84762,0.0946
7,4,6,0.80894,0.10486
7,4,7,0.80053,0.11514
7,4,8,0.83165,0.10507
7,4,9,0.8214,0.10385
7,4,10,0.80538,0.10872
7,5,0,0.79351,0.1162
7,5,1,0.79318,0.13354
7,5,2,0.81147,0.10415
7,5,3,0.77761,0.11787
7,5,4,-6E-05,0.53467
7,5,5,0.7369,0.15778
7,5,6,0.72422,0.13323
7,5,7,0.82299,0.10355
7,5,8,0.80787,0.1194
7,5,9,0.78436,0.12252
7,5,10,0.83609,0.12121
7,6,0,0.70302,0.16102
7,6,1,0.11588,0.45257
7,6,2,0.75458,0.12897
7,6,3,0.80268,0.12292
7,6,4,0.75624,0.12084
7,6,5,0.77553,0.12872
7,6,6,0.74955,0.13294
7,6,7,0.81214,0.1138
7,6,8,0.77,0.13576
7,6,9,0.79285,0.12856
7,6,10,0.81464,0.11678
7,7,0,0.82819,0.11648
7,7,1,-9E-05,0.5345
7,7,2,0.49132,0.18828
7,7,3,-6E-05,0.53468
7,7,4,0.81644,0.10908
7,7,5,0.77488,0.12439
7,7,6,0.79529,0.11345
7,7,7,0.77969,0.1257
7,7,8,0.80007,0.11344
7,7,9,0.77201,0.12045
7,7,10,0.84232,0.10166
7,8,0,0.74998,0.12673
7,8,1,-0.00011,0.53444
7,8,2,0.81181,0.11346
7,8,3,-9E-05,0.5345
7,8,4,0.80637,0.10569
7,8,5,0.79425,0.1172
7,8,6,0.78496,0.12405
7,8,7,0.7696,0.11944
7,8,8,0.81291,0.09749
7,8,9,0.81659,0.09786
7,8,10,0.79486,0.10771
7,9,0,0.76791,0.12164
7,9,1,0.71459,0.17995
7,9,2,0.76115,0.13014
7,9,3,0.8149,0.10294
7,9,4,0.78202,0.11257
7,9,5,0.79695,0.11859
7,9,6,0.79292,0.11563
7,9,7,0.80303,0.10893
7,9,8,0.80007,0.11484
7,9,9,0.82129,0.10293
7,9,10,0.76627,0.12238
7,10,0,0.6902,0.16055
7,10,1,-7E-05,0.53463
7,10,2,0.79541,0.12434
7,10,3,0.80024,0.11645
7,10,4,0.784,0.12682
7,10,5,0.76216,0.13449
7,10,6,0.80669,0.10579
7,10,7,0.74832,0.14651
7,10,8,0.83426,0.11072
7,10,9,0.76739,0.11968
7,10,10,0.80899,0.10848
7,11,0,0.73245,0.14329
7,11,1,-5E-05,0.53475
7,11,2,0.77746,0.11773
7,11,3,0.76298,0.12215
7,11,4,0.79706,0.11748
7,11,5,0.79158,0.12019
7,11,6,0.81274,0.10707
7,11,7,0.76701,0.12434
7,11,8,0.78358,0.12599
7,11,9,0.84938,0.09556
7,11,10,0.85014,0.09899
7,12,0,0.79297,0.1062
7,12,1,-9E-05,0.53453
7,12,2,-9E-05,0.53452
7,12,3,0.80488,0.1046
7,12,4,0.81913,0.08943
7,12,5,0.83862,0.10823
7,12,6,0.75229,0.12516
7,12,7,0.77973,0.11614
7,12,8,0.85657,0.09935
7,12,9,0.78674,0.11082
7,12,10,0.81182,0.11216
7,13,0,0.80162,0.11326
7,13,1,-4E-05,0.53479
7,13,2,0.79245,0.11011
7,13,3,0.78091,0.12076
7,13,4,0.77258,0.11754
7,13,5,0.7921,0.11164
7,13,6,0.82008,0.10189
7,13,7,0.77731,0.11956
7,13,8,0.7745,0.10401
7,13,9,0.83042,0.09899
7,13,10,0.78858,0.10155
7,14,0,0.7832,0.11809
7,14,1,-6E-05,0.53465
7,14,2,0.77425,0.11667
7,14,3,0.79935,0.10524
7,14,4,0.82248,0.10625
7,14,5,0.78283,0.1123
7,14,6,0.82049,0.09828
7,14,7,0.82343,0.11277
7,14,8,0.82553,0.1041
7,14,9,0.83974,0.09732
7,14,10,0.79321,0.10982
7,15,0,0.77959,0.10733
7,15,1,-7E-05,0.53461
7,15,2,0.80293,0.1156
7,15,3,0.7941,0.11268
7,15,4,0.76654,0.12319
7,15,5,0.7738,0.11565
7,15,6,0.82696,0.10965
7,15,7,0.82655,0.10155
7,15,8,0.79347,0.11334
7,15,9,0.74463,0.12891
7,15,10,0.85522,0.10485
7,16,0,0.79091,0.10906
7,16,1,0.85266,0.10815
7,16,2,-8E-05,0.53458
7,16,3,0.83578,0.09889
7,16,4,0.82393,0.11131
7,16,5,0.80985,0.11173
7,16,6,0.85831,0.09305
7,16,7,0.82583,0.1013
7,16,8,0.76468,0.12641
7,16,9,0.84591,0.10195
7,16,10,0.76845,0.12702
7,17,0,0.76551,0.12277
7,17,1,-4E-05,0.53481
7,17,2,0.83522,0.10769
7,17,3,0.80535,0.10889
7,17,4,0.76815,0.11842
7,17,5,0.77281,0.12083
7,17,6,0.77378,0.12322
7,17,7,0.75482,0.12066
7,17,8,0.79663,0.10809
7,17,9,0.81783,0.12009
7,17,10,0.87032,0.08599
7,18,0,0.81928,0.09788
7,18,1,-0.00012,0.5344
7,18,2,0.82267,0.10684
7,18,3,0.82157,0.09823
7,18,4,0.86391,0.08949
7,18,5,0.7735,0.1173
7,18,6,0.87799,0.09185
7,18,7,0.77947,0.11559
7,18,8,0.8372,0.10784
7,18,9,0.80328,0.13498
7,18,10,0.79121,0.10219
7,19,0,0.81051,0.10569
7,19,1,0.86644,0.09248
7,19,2,0.82273,0.10914
7,19,3,0.71312,0.09874
7,19,4,0.83051,0.10673
7,19,5,0.77051,0.12596
7,19,6,0.86718,0.08693
7,19,7,0.83291,0.10582
7,19,8,0.82496,0.12159
7,19,9,0.88292,0.08592
7,19,10,0.86678,0.09665
7,20,0,0.79301,0.09502
7,20,1,0.79104,0.11146
7,20,2,0.81341,0.10189
7,20,3,0.84293,0.10715
7,20,4,0.90103,0.08092
7,20,5,0.81023,0.11074
7,20,6,0.84653,0.10569
7,20,7,0.80324,0.11116
7,20,8,0.81262,0.11392
7,20,9,0.84168,0.09659
7,20,10,0.80298,0.10707
8,0,0,0.73175,0.13561
8,1,0,0.54586,0.20008
8,1,1,0.01427,0.52285
8,1,2,0.0196,0.5201
8,1,3,0.54983,0.22354
8,1,4,0.02015,0.51817
8,1,5,0.01557,0.52176
8,1,6,0.65702,0.15295
8,1,7,0.70419,0.17616
8,1,8,0.71075,0.15996
8,1,9,0.55787,0.22161
8,1,10,0.70194,0.19662
8,2,0,0.73166,0.16305
8,2,1,0.74104,0.14218
8,2,2,0.77391,0.11825
8,2,3,0.77931,0.12441
8,2,4,0.72984,0.13586
8,2,5,0.71021,0.18036
8,2,6,0.78443,0.11763
8,2,7,0.79109,0.12896
8,2,8,0.77352,0.13363
8,2,9,0.77374,0.13034
8,2,10,0.74677,0.13485
8,3,0,0.62467,0.16189
8,3,1,0.24471,0.30435
8,3,2,0.79069,0.10795
8,3,3,0.78162,0.12038
8,3,4,0.78862,0.11056
8,3,5,0.79422,0.12412
8,3,6,0.77574,0.12928
8,3,7,0.80963,0.10079
8,3,8,0.78073,0.11709
8,3,9,0.74901,0.1332
8,3,10,0.77141,0.1195
8,4,0,0.77511,0.12354
8,4,1,0.74694,0.14326
8,4,2,0.66813,0.14159
8,4,3,0.7818,0.11627
8,4,4,0.00442,0.52964
8,4,5,0.80876,0.10072
8,4,6,0.7786,0.12022
8,4,7,0.77077,0.11899
8,4,8,0.74949,0.12067
8,4,9,0.82249,0.11708
8,4,10,0.79115,0.12719
8,5,0,0.78695,0.12121
8,5,1,0.77757,0.12142
8,5,2,-9E-05,0.5345
8,5,3,0.81968,0.09801
8,5,4,0.78792,0.11505
8,5,5,0.80172,0.12269
8,5,6,0.79068,0.13737
8,5,7,0.79298,0.11548
8,5,8,0.81856,0.1104
8,5,9,0.80892,0.11401
8,5,10,0.75638,0.12036
8,6,0,0.7693,0.13964
8,6,1,0.79092,0.10677
8,6,2,0.81154,0.11365
8,6,3,0.78729,0.12965
8,6,4,0.80654,0.10383
8,6,5,0.78014,0.13324
8,6,6,0.81795,0.09568
8,6,7,0.81365,0.1055
8,6,8,0.80372,0.10501
8,6,9,0.81665,0.11402
8,6,10,0.80333,0.11905
8,7,0,0.77438,0.11525
8,7,1,-5E-05,0.53474
8,7,2,-9E-05,0.5345
8,7,3,0.77811,0.13642
8,7,4,0.83525,0.10172
8,7,5,0.81467,0.10693
8,7,6,0.77677,0.12446
8,7,7,0.80888,0.1187
8,7,8,0.81188,0.10097
8,7,9,0.81461,0.11367
8,7,10,0.81773,0.11405
8,8,0,0.78364,0.11438
8,8,1,-8E-05,0.53454
8,8,2,-8E-05,0.53454
8,8,3,0.73561,0.1495
8,8,4,0.80167,0.09909
8,8,5,0.7768,0.14676
8,8,6,0.79556,0.11411
8,8,7,0.80697,0.1149
8,8,8,0.84804,0.11341
8,8,9,0.81213,0.1075
8,8,10,0.79066,0.11451
8,9,0,0.78129,0.11304
8,9,1,0.77443,0.13643
8,9,2,-0.0001,0.53448
8,9,3,0.77598,0.13235
8,9,4,0.79571,0.12144
8,9,5,0.83653,0.10024
8,9,6,0.80226,0.11094
8,9,7,0.78697,0.12914
8,9,8,0.78973,0.11004
8,9,9,0.82727,0.10125
8,9,10,0.83814,0.09274
8,10,0,0.7858,0.11027
8,10,1,-8E-05,0.53454
8,10,2,0.79543,0.11913
8,10,3,0.77952,0.12028
8,10,4,0.84078,0.09231
8,10,5,0.81983,0.10978
8,10,6,0.81701,0.09437
8,10,7,0.8126,0.1063
8,10,8,0.80082,0.11052
8,10,9,0.83986,0.09843
8,10,10,0.81862,0.11109
8,11,0,0.79686,0.10992
8,11,1,0.80289,0.10873
8,11,2,0.87733,0.09546
8,11,3,0.82193,0.10754
8,11,4,0.80254,0.1062
8,11,5,0.82163,0.1113
8,11,6,0.8037,0.11069
8,11,7,0.81315,0.10958
8,11,8,0.79876,0.11887
8,11,9,0.84279,0.10486
8,11,10,0.81509,0.10278
8,12,0,0.81213,0.10606
8,12,1,0.71459,0.14753
8,12,2,-5E-05,0.5347
8,12,3,0.7806,0.11691
8,12,4,0.78399,0.14181
8,12,5,0.81015,0.11221
8,12,6,0.82378,0.11332
8,12,7,0.83705,0.10007
8,12,8,0.7968,0.12288
8,12,9,0.81171,0.127
8,12,10,0.82314,0.10858
8,13,0,0.79912,0.10672
8,13,1,0.80157,0.10529
8,13,2,0.80099,0.11366
8,13,3,0.82015,0.1122
8,13,4,0.82919,0.10388
8,13,5,0.80881,0.11662
8,13,6,0.82818,0.09327
8,13,7,0.81878,0.11261
8,13,8,0.84327,0.09647
8,13,9,0.824,0.09616
8,13,10,0.81348,0.10325
8,14,0,0.81101,0.11415
8,14,1,0.78424,0.12702
8,14,2,-0.00011,0.53443
8,14,3,0.80353,0.10509
8,14,4,0.79522,0.11978
8,14,5,0.79035,0.12513
8,14,6,0.8134,0.09158
8,14,7,0.81847,0.10256
8,14,8,0.8004,0.11634
8,14,9,0.78749,0.12323
8,14,10,0.83651,0.09893
8,15,0,0.78806,0.10951
8,15,1,0.78517,0.12483
8,15,2,0.79302,0.10936
8,15,3,0.82122,0.10863
8,15,4,0.82735,0.10642
8,15,5,0.8186,0.10033
8,15,6,0.82368,0.1019
8,15,7,0.79157,0.11622
8,15,8,0.80599,0.09888
8,15,9,0.82326,0.10992
8,15,10,0.80705,0.10692
8,16,0,0.81972,0.09757
8,16,1,0.80137,0.10914
8,16,2,-6E-05,0.53466
8,16,3,0.79798,0.12467
8,16,4,0.82695,0.11226
8,16,5,0.80921,0.11943
8,16,6,0.81132,0.11001
8,16,7,0.73478,0.13101
8,16,8,0.82548,0.09594
8,16,9,0.78109,0.12774
8,16,10,0.82882,0.08987
8,17,0,0.78588,0.11309
8,17,1,0.78461,0.11512
8,17,2,0.81062,0.11304
8,17,3,0.81838,0.13936
8,17,4,0.89269,0.09332
8,17,5,0.81875,0.11956
8,17,6,0.81223,0.10271
8,17,7,0.81436,0.13396
8,17,8,0.8609,0.09423
8,17,9,0.77585,0.14011
8,17,10,0.83418,0.1022
8,18,0,0.81672,0.10781
